host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
5674716,Floor & Joost,2013,3/29,2020537,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079,Netherlands,52.34267943,4.905540421,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,144,2,25,1,a few days or more,0.2,16,97.0,10.0,9.0,10.0,10.0,9.0,9.0
5676148,Arnaud,2013,3/29,1031419,Bos en Lommer,Amsterdam,North Holland,1055 VV,Netherlands,52.38223557,4.856572224,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95,1,0,2,within a few hours,1.0,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0
5679303,Annelies,2013,3/29,1032524,Centrum-West,Amsterdam,North Holland,1016 VT,Netherlands,52.36744296,4.882057113,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99,1,0,3,within an hour,1.0,13,95.0,8.0,10.0,10.0,10.0,10.0,9.0
5680826,Marielle And Tobias,2013,3/29,1783438,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079 CK,Netherlands,52.3446702,4.903411475,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,78,1,0,1,within a few hours,0.88,98,94.0,9.0,10.0,10.0,10.0,9.0,9.0
5682739,Tabitha,2013,3/29,3053359,Centrum-Oost,Amsterdam,North Holland,1093 RR,Netherlands,52.36559099,4.924317265,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90,1,0,3,within a few hours,1.0,29,96.0,10.0,10.0,10.0,10.0,9.0,9.0
5683775,Edwin,2013,3/29,1485659,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37013452,4.888532771,Apartment,Entire home/apt,4,1.5,1.0,4.0,Real Bed,125,2,0,3,within an hour,1.0,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5700200,Rob (& Simone),2013,3/31,1035528,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.36229679,4.904921021,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,140,2,10,6,within a day,0.67,4,92.0,10.0,9.0,10.0,10.0,9.0,9.0
5704989,Alexander,2013,3/31,4493007,Centrum-West,Amsterdam,North Holland,1015 GN,Netherlands,52.3813323,4.883424272,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,137,1,0,2,within an hour,1.0,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0
5705762,Pam,2013,3/31,1036556,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.38093783,4.875842284,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,77,2,0,4,within a few hours,1.0,26,90.0,9.0,9.0,9.0,10.0,9.0,9.0
5706575,Djc,2013,3/31,3008874,Zuid,Amsterdam,NH,1075 TA,Netherlands,52.35132545,4.854568103,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,89,2,25,1,within an hour,1.0,36,84.0,8.0,9.0,9.0,9.0,9.0,8.0
5711870,Inger & Menno,2013,4/1,1527955,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.37847193,4.8683335,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75,1,0,2,within a day,0.88,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0
5713140,Manon,2013,4/1,3589226,Centrum-West,Amsterdam,North Holland,1015 NJ,Netherlands,52.37880787,4.882383621,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130,1,0,1,within a day,0.9,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0
5714947,Jasper,2013,4/1,1038120,Centrum-West,Amsterdam,North Holland,1013 MD,Netherlands,52.38825394,4.884674494,Loft,Entire home/apt,6,1.0,2.0,3.0,Real Bed,195,2,40,4,within an hour,1.0,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0
5717892,Hans,2013,4/1,1038625,Watergraafsmeer,Amsterdam,North Holland,1098,Netherlands,52.3511417,4.936385827,House,Entire home/apt,6,1.0,4.0,5.0,Real Bed,225,1,0,4,within an hour,0.8,7,100.0,10.0,10.0,9.0,10.0,9.0,10.0
5721318,Rick,2013,4/1,1266356,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,52.35685942,4.886877973,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,150,1,0,2,within a day,1.0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5730017,Luc,2013,4/2,2092472,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37421783,4.894018539,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150,1,0,2,within a day,0.72,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5730772,Ann And Peter,2013,4/2,1796212,Slotervaart,Amsterdam,North Holland,1062 DK,Netherlands,52.36038437,4.833869276,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,85,1,15,2,within a few hours,1.0,63,99.0,10.0,10.0,10.0,10.0,9.0,10.0
5733289,Jordin,2013,4/2,3388416,Zuid,Amsterdam,North Holland,1059,Netherlands,52.3492606,4.849691632,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,79,1,0,1,within an hour,1.0,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0
5734631,Menno,2013,4/2,2081615,Oud-Noord,Amsterdam,North Holland,1022XV,Netherlands,52.38699538,4.927237897,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,100,4,25,1,within a day,0.5,3,67.0,9.0,5.0,9.0,9.0,9.0,7.0
5736549,Samuel,2013,4/2,1042084,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 WN,Netherlands,52.35827004,4.861527181,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,130,2,0,2,within an hour,0.8,49,95.0,10.0,10.0,10.0,10.0,9.0,9.0
5737557,Martine,2013,4/2,1847052,Centrum-West,Amsterdam,North Holland,1015 GG,Netherlands,52.3805391,4.886349425,Bed & Breakfast,Entire home/apt,4,1.5,2.0,3.0,Real Bed,145,2,35,2,within a few hours,1.0,75,96.0,10.0,10.0,10.0,10.0,10.0,9.0
5739589,Alexander,2013,4/2,1463449,Centrum-Oost,Amsterdam,North Holland,1091 RZ,Netherlands,52.36025342,4.904876607,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,89,2,20,2,within a few hours,0.97,17,99.0,10.0,10.0,9.0,10.0,9.0,9.0
5739950,Ody & Mari,2013,4/2,2672582,Centrum-West,Amsterdam,North Holland,1015 TB,Netherlands,52.37656577,4.879579445,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,219,1,0,1,within a few hours,1.0,21,96.0,10.0,10.0,10.0,10.0,10.0,9.0
5747929,Mireille,2013,4/3,1043948,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37842643,4.884714358,House,Entire home/apt,10,3.0,5.0,10.0,Real Bed,375,6,35,3,within an hour,1.0,17,94.0,9.0,8.0,10.0,10.0,10.0,9.0
5750107,Jacob & Patricia,2013,4/3,1044452,Westerpark,Amsterdam,North Holland,1013 SR,Netherlands,52.38740463,4.879621679,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,75,1,25,2,within an hour,1.0,60,94.0,9.0,10.0,10.0,10.0,10.0,9.0
5750648,Nienke,2013,4/3,1044584,Centrum-West,Amsterdam,North Holland,1012 DG,Netherlands,52.37670637,4.894331784,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,78,1,0,2,within a few hours,0.8,37,84.0,9.0,9.0,9.0,9.0,10.0,9.0
5755009,Josje,2013,4/3,1045543,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.37268651,4.921312294,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90,1,0,3,within a few hours,1.0,14,97.0,10.0,10.0,9.0,10.0,9.0,10.0
5755515,Barak,2013,4/3,2258180,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36269985,4.862085323,Apartment,Entire home/apt,8,1.5,3.0,4.0,Real Bed,180,4,30,7,within an hour,1.0,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0
5755515,Barak,2013,4/3,3526580,Watergraafsmeer,Amsterdam,North Holland,1079 LM,Netherlands,52.34460851,4.913625423,Boat,Entire home/apt,6,1.0,3.0,3.0,Real Bed,180,4,30,4,within an hour,1.0,6,93.0,10.0,9.0,10.0,10.0,8.0,9.0
5755515,Barak,2013,4/3,2258681,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36115966,4.862522889,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,180,4,30,7,within an hour,1.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5755515,Barak,2013,4/3,2126651,Zuid,Amsterdam,North Holland,1075 EL,Netherlands,52.35286068,4.857327111,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,170,4,30,7,within an hour,1.0,5,88.0,10.0,9.0,10.0,9.0,8.0,8.0
5755515,Barak,2013,4/3,4544832,Centrum-Oost,Amsterdam,North Holland,1018 VS,Netherlands,52.36418748,4.908764566,Boat,Entire home/apt,4,1.0,2.0,2.0,Real Bed,160,2,40,4,within an hour,1.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5755515,Barak,2013,4/3,3872755,Centrum-Oost,Amsterdam,North Holland,1011 VP,Netherlands,52.37148918,4.908118021,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,120,2,30,3,within an hour,1.0,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0
5766126,Denise,2013,4/4,1285064,Centrum-West,Amsterdam,North Holland,1013 BH,Netherlands,52.38118531,4.893201174,Apartment,Entire home/apt,3,1.0,2.0,1.0,Real Bed,98,1,0,3,within a day,0.5,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0
5786813,Paula,2013,4/5,4638609,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1054 DX,Netherlands,52.36035913,4.865052822,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,89,2,35,1,within an hour,1.0,10,88.0,9.0,10.0,9.0,9.0,9.0,9.0
5788761,Kathleen,2013,4/5,1051514,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.38055694,4.886500132,Apartment,Entire home/apt,4,2.0,3.0,6.0,Real Bed,325,1,0,3,a few days or more,0.43,4,100.0,10.0,9.0,10.0,10.0,10.0,9.0
5788956,Pieter,2013,4/5,1051515,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079 EC,Netherlands,52.34265371,4.902467404,Apartment,Entire home/apt,4,1.0,3.0,3.0,Real Bed,149,1,15,2,within a few hours,1.0,12,92.0,10.0,9.0,10.0,10.0,9.0,10.0
5794550,Erik,2013,4/6,1052344,Centrum-Oost,Amsterdam,North Holland,1017 VD,Netherlands,52.36044787,4.893058402,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115,1,0,2,within a day,0.92,12,97.0,10.0,10.0,10.0,10.0,9.0,9.0
5794965,Hergen,2013,4/6,1052416,Oud-Noord,Amsterdam,North Holland,1032 KX,Netherlands,52.40021367,4.898476264,Boat,Entire home/apt,6,1.0,2.0,6.0,Real Bed,189,1,0,2,within a few hours,1.0,17,91.0,10.0,9.0,9.0,9.0,8.0,9.0
5796250,Remco,2013,4/6,2414310,Centrum-West,Amsterdam,North Holland,1015PW,Netherlands,52.37588061,4.884237364,Apartment,Entire home/apt,6,3.0,3.0,5.0,Real Bed,200,4,25,7,within a few hours,1.0,16,96.0,10.0,10.0,10.0,9.0,10.0,10.0
5796250,Remco,2013,4/6,4011762,Centrum-West,Amsterdam,North Holland,1013JJ,Netherlands,52.38444171,4.885019792,Apartment,Entire home/apt,6,2.0,3.0,6.0,Real Bed,175,4,25,7,within a few hours,1.0,8,91.0,9.0,10.0,10.0,10.0,10.0,9.0
5796250,Remco,2013,4/6,1316990,Centrum-West,Amsterdam,North Holland,1015JD,Netherlands,52.3809527,4.885303972,Apartment,Entire home/apt,6,2.5,2.0,5.0,Real Bed,150,4,25,7,within a few hours,1.0,46,95.0,10.0,10.0,10.0,10.0,10.0,9.0
5796250,Remco,2013,4/6,1155251,Centrum-West,Amsterdam,North Holland,1013 JJ,Netherlands,52.38255638,4.889720958,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,90,2,25,7,within a few hours,1.0,14,96.0,10.0,10.0,9.0,9.0,10.0,8.0
5796250,Remco,2013,4/6,1320353,Centrum-West,Amsterdam,North Holland,1015 JD,Netherlands,52.38265104,4.884600217,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,100,2,25,7,within a few hours,1.0,9,100.0,10.0,10.0,9.0,10.0,10.0,10.0
5796250,Remco,2013,4/6,1320438,Centrum-West,Amsterdam,North Holland,1015 JD,Netherlands,52.38165647,4.886320486,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,100,2,25,7,within a few hours,1.0,17,97.0,10.0,10.0,9.0,10.0,10.0,9.0
5796250,Remco,2013,4/6,1064108,Centrum-West,Amsterdam,North Holland,1013 JJ,Netherlands,52.38246072,4.887904449,Apartment,Entire home/apt,4,1.0,1.0,2.0,Futon,100,2,25,7,within a few hours,1.0,20,96.0,10.0,10.0,9.0,10.0,10.0,9.0
5796250,Remco,2013,4/6,1321735,Centrum-West,Amsterdam,North Holland,1015 JD,Netherlands,52.38367644,4.888793651,Apartment,Entire home/apt,3,1.5,2.0,3.0,Real Bed,110,2,25,7,within a few hours,1.0,25,94.0,9.0,10.0,9.0,9.0,10.0,10.0
5796250,Remco,2013,4/6,2093507,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37448733,4.886447048,Apartment,Entire home/apt,3,1.5,1.0,3.0,Real Bed,85,2,25,7,within a few hours,1.0,21,99.0,10.0,10.0,10.0,10.0,10.0,9.0
5796250,Remco,2013,4/6,2093406,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.3758278,4.884113368,Apartment,Entire home/apt,3,1.5,1.0,3.0,Real Bed,95,2,25,7,within a few hours,1.0,20,98.0,10.0,10.0,9.0,10.0,10.0,9.0
5796250,Remco,2013,4/6,2093483,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37446442,4.887503032,Apartment,Entire home/apt,3,1.5,1.0,3.0,Real Bed,95,2,25,7,within a few hours,1.0,23,96.0,10.0,10.0,10.0,10.0,10.0,9.0
5796250,Remco,2013,4/6,1315392,Centrum-West,Amsterdam,North Holland,1015 JD,Netherlands,52.38088362,4.88694797,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,100,2,25,7,within a few hours,1.0,19,96.0,10.0,10.0,10.0,10.0,10.0,9.0
5808421,Ineke,2013,4/7,1054715,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1073 SX,Netherlands,52.35081382,4.897030115,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,60,1,0,3,within an hour,1.0,51,96.0,10.0,10.0,10.0,10.0,9.0,9.0
5813322,Harold,2013,4/7,1055570,IJburg - Zeeburgereiland,Amsterdam,North Holland,1086 XT,Netherlands,52.3612576,4.982402116,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,140,1,0,2,within an hour,1.0,71,99.0,10.0,10.0,10.0,10.0,10.0,10.0
5814219,Lieke,2013,4/7,1055685,Centrum-West,Amsterdam,North Holland,1015 JP,Netherlands,52.38037386,4.885543505,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150,1,0,4,within a day,0.5,5,90.0,10.0,10.0,10.0,10.0,10.0,9.0
5818276,Bell & Peter,2013,4/7,4429790,Centrum-West,Amsterdam,North Holland,1012 JB,Netherlands,52.37392114,4.896149518,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110,1,0,1,within an hour,1.0,15,96.0,10.0,10.0,10.0,10.0,10.0,9.0
5824076,Lotje,2013,4/8,1057380,Oud-Noord,Amsterdam,North Holland,1022 AC,Netherlands,52.38911329,4.925829635,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,105,2,20,2,within a few hours,1.0,12,90.0,9.0,9.0,10.0,10.0,9.0,9.0
5824385,Astrid,2013,4/8,1057477,Geuzenveld - Slotermeer,Amsterdam,North Holland,1055 EM,Netherlands,52.38288255,4.838990099,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,69,2,10,1,within a day,0.7,18,93.0,9.0,9.0,10.0,10.0,8.0,9.0
5825478,Lisa,2013,4/8,5027458,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1058 BA,Netherlands,52.36166073,4.853653208,Apartment,Entire home/apt,4,1.5,2.0,1.0,Real Bed,75,2,10,1,within an hour,1.0,3,93.0,10.0,10.0,8.0,10.0,9.0,9.0
5841618,Erik,2013,4/9,1062145,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053,Netherlands,52.368964,4.875582899,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39,1,20,1,within an hour,1.0,108,79.0,8.0,7.0,9.0,9.0,9.0,8.0
5844760,Iva,2013,4/9,4531609,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078 NJ,Netherlands,52.34643597,4.902593737,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75,1,0,2,within a few hours,0.96,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0
5845221,Madir,2013,4/9,3685177,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 JB,Netherlands,52.35256729,4.90888519,Apartment,Entire home/apt,6,1.5,3.0,4.0,Real Bed,350,6,65,5,within a day,1.0,2,90.0,10.0,10.0,10.0,9.0,7.0,9.0
5847836,Mirza,2013,4/9,1114384,Bos en Lommer,Amsterdam,North Holland,1061,Netherlands,52.37708317,4.839825953,Apartment,Private room,5,1.0,1.0,4.0,Real Bed,125,2,29,3,within a few hours,1.0,7,91.0,10.0,9.0,9.0,10.0,8.0,9.0
5849808,Stefanie,2013,4/9,1923797,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 LM,Netherlands,52.35772381,4.900666245,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,159,2,49,2,within a few hours,1.0,13,97.0,10.0,10.0,10.0,10.0,10.0,9.0
5852005,Annemieke,2013,4/9,2215021,Zuid,Amsterdam,North Holland,1072,Netherlands,52.36159006,4.881149797,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120,1,0,2,a few days or more,0.38,26,97.0,9.0,10.0,10.0,10.0,10.0,9.0
5857204,Daniël,2013,4/10,1064061,De Baarsjes - Oud-West,Amsterdam,North Holland,1057 BN,Netherlands,52.37050559,4.855972555,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,280,4,60,2,within a day,0.91,16,92.0,9.0,9.0,10.0,10.0,9.0,8.0
5857889,Juanjo,2013,4/10,2017766,Centrum-West,Amsterdam,North Holland,1015 PN,Netherlands,52.37619097,4.880790322,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90,1,0,2,within a few hours,1.0,7,97.0,10.0,9.0,10.0,9.0,10.0,9.0
5859117,Marcel,2013,4/10,1064584,Centrum-West,Amsterdam,North Holland,1016 DT,Netherlands,52.37081671,4.884715163,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,229,2,0,2,within an hour,1.0,91,98.0,10.0,10.0,10.0,10.0,10.0,9.0
5859206,Kirsty,2013,4/10,1064665,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 KS,Netherlands,52.36593641,4.873242383,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100,1,0,1,within a few hours,1.0,4,95.0,8.0,9.0,10.0,10.0,10.0,9.0
5874735,Eline,2013,4/11,1583177,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074,Netherlands,52.35474272,4.905309767,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,119,1,0,2,within a few hours,1.0,18,96.0,10.0,10.0,10.0,10.0,10.0,9.0
5874897,Catelijn,2013,4/11,1067681,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094,Netherlands,52.3616517,4.932040928,Apartment,Entire home/apt,4,1.0,2.0,5.0,Real Bed,160,4,0,4,within a few hours,0.73,9,89.0,10.0,10.0,10.0,10.0,9.0,10.0
5877488,Marjolein,2013,4/11,4410408,Centrum-Oost,Amsterdam,North Holland,1018 MR,Netherlands,52.36938315,4.925202773,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,80,2,0,1,within a day,1.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5878526,Petra,2013,4/11,1068565,IJburg - Zeeburgereiland,Amsterdam,North Holland,1086 XR,Netherlands,52.35941572,4.974520827,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,85,2,15,4,within a few hours,1.0,25,95.0,10.0,9.0,10.0,10.0,9.0,9.0
5892899,Frank,2013,4/12,1071189,IJburg - Zeeburgereiland,Amsterdam,North Holland,1086,Netherlands,52.37048967,4.979156615,House,Entire home/apt,6,1.5,2.0,6.0,Real Bed,326,4,0,2,within an hour,1.0,16,96.0,10.0,9.0,10.0,10.0,10.0,9.0
5893654,Joke,2013,4/12,1071414,Oud-Oost,Amsterdam,North Holland,1091,Netherlands,52.36003345,4.909400893,Apartment,Entire home/apt,3,1.0,2.0,1.0,Real Bed,70,2,30,2,within an hour,1.0,28,94.0,9.0,10.0,10.0,10.0,9.0,9.0
5894334,Jordi & Lotte,2013,4/12,1071533,De Baarsjes - Oud-West,Amsterdam,North Holland,1017 NL,Netherlands,52.36150562,4.879940165,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,149,1,0,3,within a day,1.0,38,97.0,10.0,9.0,10.0,10.0,10.0,9.0
5895924,Fleur,2013,4/12,2813439,Centrum-West,Amsterdam,North Holland,1015 CT,Netherlands,52.37935737,4.888611139,Apartment,Entire home/apt,4,2.5,4.0,4.0,Real Bed,490,4,90,2,within an hour,1.0,16,98.0,9.0,10.0,10.0,10.0,10.0,9.0
5897987,Mara,2013,4/12,4405517,Zuid,Amsterdam,North Holland,1076VJ,Netherlands,52.34829798,4.860703377,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,104,2,10,1,within an hour,1.0,11,96.0,9.0,9.0,9.0,10.0,9.0,9.0
5902110,Maximiliaan,2013,4/13,2693440,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37306092,4.889745276,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,149,1,20,2,within an hour,1.0,7,91.0,10.0,8.0,10.0,10.0,10.0,9.0
5902336,Danielle,2013,4/13,3757906,Zuid,Amsterdam,North Holland,1054,Netherlands,52.35709887,4.859686777,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,100,2,30,1,within a few hours,1.0,21,94.0,9.0,10.0,10.0,10.0,9.0,10.0
5902496,Eoin,2013,4/13,5469006,Zuid,Amsterdam,Noord-Holland,1058NP,Netherlands,52.35068785,4.846968992,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75,2,20,1,within an hour,1.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5906319,May,2013,4/13,2606152,Centrum-West,Amsterdam,North Holland,1053 ML,Netherlands,52.36999684,4.878473204,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,280,4,40,2,within a few hours,0.91,42,92.0,10.0,10.0,9.0,10.0,9.0,9.0
5906319,May,2013,4/13,4489468,Zuid,Amsterdam,Noord-Holland,1212AB,Netherlands,52.35477062,4.874673102,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,110,2,35,2,within a few hours,0.91,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5906319,May,2013,4/13,4858813,Zuid,Amsterdam,NH,1071MS,Netherlands,52.35491279,4.875332043,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110,2,35,2,within a few hours,0.92,5,100.0,9.0,9.0,9.0,9.0,10.0,9.0
5906319,May,2013,4/13,1073712,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,52.36753219,4.870077678,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,70,2,25,2,within a few hours,0.92,83,92.0,9.0,9.0,9.0,9.0,9.0,9.0
5923831,Ruben,2013,4/14,1076604,Centrum-West,Amsterdam,North Holland,1013 SV,Netherlands,52.38619646,4.883307923,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,108,1,0,3,within an hour,1.0,8,97.0,10.0,10.0,10.0,10.0,9.0,10.0
5931947,Sacha,2013,4/15,3370628,Centrum-West,Amsterdam,North Holland,1052 LE,Netherlands,52.37253672,4.877926084,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,130,2,20,2,within a day,0.89,51,94.0,10.0,10.0,10.0,9.0,9.0,9.0
5933116,Hester,2013,4/15,1078472,Centrum-Oost,Amsterdam,North Holland,1011 KR,Netherlands,52.37171379,4.906682301,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,145,2,30,2,within an hour,1.0,72,92.0,10.0,9.0,9.0,9.0,10.0,9.0
5933288,Gabriel,2013,4/15,4300022,Oud-Oost,Amsterdam,North Holland,1091 SL,Netherlands,52.35649658,4.912825769,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,109,1,0,2,within a few hours,1.0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5935980,Richarda,2013,4/15,1079184,Centrum-Oost,Amsterdam,North Holland,1017 ZT,Netherlands,52.35899207,4.896324305,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,165,3,0,3,within a day,1.0,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0
5936488,Eric,2013,4/15,1079362,Centrum-Oost,Amsterdam,North Holland,1011 LZ,Netherlands,52.36924332,4.90700267,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,279,1,0,3,within an hour,1.0,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0
5939330,Adrienne,2013,4/15,1079779,Centrum-Oost,Amsterdam,North Holland,1011 JJ,Netherlands,52.36722727,4.898078315,House,Entire home/apt,4,2.0,2.0,4.0,Real Bed,200,1,0,3,within an hour,1.0,44,92.0,9.0,9.0,10.0,10.0,10.0,9.0
5947869,Iris,2013,4/16,1081486,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36148007,4.89786876,Apartment,Entire home/apt,4,2.0,2.0,4.0,Real Bed,450,1,0,7,within a day,1.0,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0
5952018,Farrah Almira,2013,4/16,1401858,De Baarsjes - Oud-West,Amsterdam,NH,1052 RV,Netherlands,52.37021914,4.866864344,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,150,2,20,3,within a day,1.0,11,90.0,10.0,9.0,10.0,10.0,10.0,9.0
5953073,Marloes,2013,4/16,1082688,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.37144259,4.861748857,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99,2,235,4,within a day,0.88,11,96.0,10.0,10.0,10.0,10.0,10.0,9.0
5953322,Marit,2013,4/16,2198890,Centrum-Oost,Amsterdam,North Holland,1017 TV,Netherlands,52.3608098,4.892604945,House,Entire home/apt,6,2.0,5.0,6.0,Real Bed,550,6,50,5,within a few hours,1.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0
